tig00000006	gi|2838814805|gb|CP111932.1|	98.679	9841	0.0	17422	1352	Enterococcus faecium	Enterococcus faecium strain VRE106 plasmid P2, complete sequence
tig00000006	gi|2216166677|gb|CP063640.1|	98.679	9841	0.0	17422	1352	Enterococcus faecium	Enterococcus faecium strain ICU-2-1 plasmid pZA2-1_01, complete sequence
tig00000006	gi|2738254961|gb|PP526040.1|	94.275	11407	0.0	17383	1352	Enterococcus faecium	Enterococcus faecium strain V1328 plasmid pV1328-vanA, complete sequence
tig00000006	gi|1546939342|emb|LR135429.1|	94.240	11407	0.0	17361	1352	Enterococcus faecium	Enterococcus faecium isolate E8927 genome assembly, plasmid: 2
tig00000006	gi|2838592809|gb|CP112421.1|	98.303	9839	0.0	17215	1352	Enterococcus faecium	Enterococcus faecium strain VRE181 plasmid P1, complete sequence
tig00000006	gi|2946601459|gb|PV113245.1|	96.526	10390	0.0	17150	1352	Enterococcus faecium	Enterococcus faecium strain VR23 plasmid unnamed3, complete sequence
tig00000006	gi|2997045895|gb|CP184203.1|	96.526	10390	0.0	17150	1352	Enterococcus faecium	Enterococcus faecium strain VR23 plasmid unnamed3, complete sequence
tig00000006	gi|2985474512|gb|CP175362.1|	98.069	9839	0.0	17090	1352	Enterococcus faecium	Enterococcus faecium strain 16107_2 plasmid unnamed4, complete sequence
tig00000006	gi|2985468670|gb|CP175354.1|	98.069	9839	0.0	17090	1352	Enterococcus faecium	Enterococcus faecium strain 16107_1 plasmid unnamed2, complete sequence
tig00000006	gi|2985460350|gb|CP175383.1|	98.069	9839	0.0	17090	1352	Enterococcus faecium	Enterococcus faecium strain 16107_6 plasmid unnamed1, complete sequence
tig00000007	gi|1072836895|gb|CP014533.1|	98.532	16072	0.0	28173	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl4, complete sequence
tig00000007	gi|1250053803|gb|CP018131.1|	99.860	11461	0.0	21062	1352	Enterococcus faecium	Enterococcus faecium strain A_020709_82 plasmid unnamed3, complete sequence
tig00000007	gi|388535180|gb|CP003585.1|	99.870	10768	0.0	19795	333849	Enterococcus faecium DO	Enterococcus faecium DO plasmid 2, complete sequence
tig00000007	gi|1049467615|emb|LN999989.1|	99.870	10765	0.0	19791	1352	Enterococcus faecium	Enterococcus faecium isolate EFE11651 genome assembly, plasmid: III
tig00000007	gi|938507137|gb|KP842560.1|	99.786	10768	0.0	19741	1352	Enterococcus faecium	Enterococcus faecium strain 17i48 ST17 plasmid pRUM-like, complete sequence
tig00000007	gi|2592039780|gb|OR251469.1|	99.823	10749	0.0	19728	1352	Enterococcus faecium	Enterococcus faecium strain 732558 plasmid pEfm732558-vanA, complete sequence
tig00000007	gi|2986828249|gb|CP175503.1|	99.859	9914	0.0	18220	1352	Enterococcus faecium	Enterococcus faecium strain C2711 plasmid unnamed1, complete sequence
tig00000007	gi|2986822594|gb|CP175448.1|	99.859	9914	0.0	18220	1352	Enterococcus faecium	Enterococcus faecium strain C1465 plasmid unnamed1, complete sequence
tig00000007	gi|2981160458|gb|CP175217.1|	99.859	9914	0.0	18220	1352	Enterococcus faecium	Enterococcus faecium strain C1466 plasmid unnamed3, complete sequence
tig00000007	gi|2216134859|gb|CP063553.1|	99.888	9840	0.0	18101	1352	Enterococcus faecium	Enterococcus faecium strain ICU-1-2 plasmid pZA1-2_04, complete sequence
tig00000007	gi|2211473454|gb|CP092538.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VMRSA-WC123 chromosome, complete genome
tig00000007	gi|2211470734|gb|CP092540.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VMRSA-WC121 chromosome, complete genome
tig00000007	gi|2211468006|gb|CP092542.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VRMSSA-WC113 chromosome, complete genome
tig00000007	gi|2211465300|gb|CP092581.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VRMSSA-WC111 chromosome, complete genome
tig00000007	gi|2211457087|gb|CP092550.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VMRSA-WC082 chromosome, complete genome
tig00000007	gi|2211454358|gb|CP092552.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VMRSA-WC081 chromosome, complete genome
tig00000007	gi|2211438706|gb|CP092556.1|	99.888	9840	0.0	18101	1280	Staphylococcus aureus	Staphylococcus aureus strain VMRSA-WC062 chromosome, complete genome
tig00000007	gi|1678077446|gb|CP040708.1|	99.878	9841	0.0	18096	1352	Enterococcus faecium	Enterococcus faecium strain HOU503 plasmid p2
tig00000007	gi|2981040693|gb|CP175313.1|	99.868	9842	0.0	18092	1352	Enterococcus faecium	Enterococcus faecium strain 16045 plasmid unnamed4, complete sequence
tig00000007	gi|2980211349|gb|CP175206.1|	99.868	9842	0.0	18092	1352	Enterococcus faecium	Enterococcus faecium strain H829 plasmid unnamed6, complete sequence
tig00000008	gi|1250053802|gb|CP018130.1|	99.879	24859	0.0	45713	1352	Enterococcus faecium	Enterococcus faecium strain A_020709_82 plasmid unnamed2, complete sequence
tig00000008	gi|1072836994|gb|CP014535.1|	99.879	24859	0.0	45713	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl6, complete sequence
tig00000008	gi|2838593061|gb|CP112422.1|	99.608	20940	0.0	38169	1352	Enterococcus faecium	Enterococcus faecium strain VRE181 plasmid P2, complete sequence
tig00000008	gi|2838522923|gb|CP112604.1|	99.626	20297	0.0	37019	1352	Enterococcus faecium	Enterococcus faecium strain VRE206 plasmid P2, complete sequence
tig00000009	gi|3042191202|gb|CP197032.1|	99.945	12810	0.0	23614	1352	Enterococcus faecium	Enterococcus faecium strain VRE_08 plasmid unnamed_18641bp, complete sequence
tig00000009	gi|1546939390|emb|LR135201.1|	99.957	9318	0.0	17182	1352	Enterococcus faecium	Enterococcus faecium isolate E6055 genome assembly, plasmid: 5
tig00000009	gi|2987854995|gb|CP192317.1|	99.946	9318	0.0	17178	1352	Enterococcus faecium	Enterococcus faecium strain RY7541 plasmid pEF7541-5, complete sequence
tig00000009	gi|2985417726|gb|CP175433.1|	99.946	9318	0.0	17178	1352	Enterococcus faecium	Enterococcus faecium strain H537 plasmid unnamed4, complete sequence
tig00000009	gi|2838850013|gb|CP111836.1|	99.946	9318	0.0	17178	1352	Enterococcus faecium	Enterococcus faecium strain VRE092 plasmid P6, complete sequence
tig00000009	gi|1546939345|emb|LR135432.1|	99.946	9318	0.0	17178	1352	Enterococcus faecium	Enterococcus faecium isolate E8927 genome assembly, plasmid: 5
tig00000009	gi|2437801264|gb|CP116530.1|	99.904	9330	0.0	17176	1352	Enterococcus faecium	Enterococcus faecium strain K188-5 plasmid pK188-5-B, complete sequence
tig00000009	gi|2236320201|gb|CP097024.1|	99.914	9327	0.0	17176	1352	Enterococcus faecium	Enterococcus faecium strain AT45b plasmid pAT45b-b, complete sequence
tig00000009	gi|2432632119|gb|OP378673.1|	99.936	9319	0.0	17174	1352	Enterococcus faecium	Enterococcus faecium strain VRE32553 plasmid pVRE32553_4, complete sequence
tig00000009	gi|2981160232|gb|CP175215.1|	99.936	9318	0.0	17173	1352	Enterococcus faecium	Enterococcus faecium strain C1466 plasmid unnamed1, complete sequence
tig00000009	gi|2979825027|gb|CP174884.1|	99.936	9318	0.0	17173	1352	Enterococcus faecium	Enterococcus faecium strain C1222 plasmid unnamed5, complete sequence
tig00000009	gi|2838780381|gb|CP111967.1|	99.936	9318	0.0	17173	1352	Enterococcus faecium	Enterococcus faecium strain VRE111 plasmid P4, complete sequence
tig00000009	gi|1546939441|emb|LR135262.1|	99.936	9319	0.0	17173	1352	Enterococcus faecium	Enterococcus faecium isolate E4457 genome assembly, plasmid: 5
tig00000009	gi|2986822378|gb|CP175446.1|	99.925	9319	0.0	17167	1352	Enterococcus faecium	Enterococcus faecium strain C1465 plasmid unnamed2, complete sequence
tig00000009	gi|2979707463|gb|CP175066.1|	99.936	9316	0.0	17167	1352	Enterococcus faecium	Enterococcus faecium strain C5729 plasmid unnamed4, complete sequence
tig00000009	gi|2986840089|gb|CP175463.1|	99.925	9317	0.0	17163	1352	Enterococcus faecium	Enterococcus faecium strain C0469 plasmid unnamed5, complete sequence
tig00000009	gi|2838762916|gb|CP112016.1|	99.903	9321	0.0	17160	1352	Enterococcus faecium	Enterococcus faecium strain VRE118 plasmid P5, complete sequence
tig00000009	gi|2030878718|gb|CP064429.1|	99.914	9318	0.0	17160	1352	Enterococcus faecium	Enterococcus faecium strain PR01996-12 plasmid unnamed_5, complete sequence
tig00000009	gi|1948500892|gb|CP065933.1|	99.903	9319	0.0	17154	1352	Enterococcus faecium	Enterococcus faecium strain Dallas 5 plasmid p5_9kb, complete sequence
tig00000009	gi|1580131966|gb|CP036157.1|	99.871	9319	0.0	17141	1352	Enterococcus faecium	Enterococcus faecium strain V24 plasmid pV24-6, complete sequence
